Rent,Address,Area,Bed,Bath,School,Crime,Commute,Shop_eat,Description,Feature,URL
"$2,800/mo",31 Cunard Way #10,"East Boston, Boston, MA",2 Beds,1 Bath,Schools4 Elementary Schools2 Middle Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat511 Restaurants66 Groceries210 Nightlife,"31 Cunard Way #10,Boston, MA is a 2 bedroom, 1 bathroom, 650 sqft multi-family. 31 Cunard Way #10 is located inEast Boston, Boston. 31 Cunard Way #10 was listed for rent for $2,800/month on Apr 18, 2020.",Details for 31 Cunard Way #10Multi FamilyAvailable: Sep 1stNo pets allowedParking: Off StreetSee Virtual Tour,https://www.trulia.com/p/ma/boston/31-cunard-way-10-boston-ma-02128--2454423551
"$2,800/mo",31 Cunard Way #10,"East Boston, Boston, MA",2 Beds,1 Bath,Schools4 Elementary Schools2 Middle Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat511 Restaurants66 Groceries210 Nightlife,"31 Cunard Way #10,Boston, MA is a 2 bedroom, 1 bathroom, 650 sqft multi-family. 31 Cunard Way #10 is located inEast Boston, Boston. 31 Cunard Way #10 was listed for rent for $2,800/month on Apr 18, 2020.",Details for 31 Cunard Way #10Multi FamilyAvailable: Sep 1stNo pets allowedParking: Off StreetSee Virtual Tour,https://www.trulia.com/p/ma/boston/31-cunard-way-10-boston-ma-02128--2454423551
"$2,300/mo",8 Curtis St #3,"East Boston, Boston, MA",2 Beds,1 Bath,Schools2 Elementary Schools2 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat150 Restaurants28 Groceries30 Nightlife,"8 Curtis St #3,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 8 Curtis St #3 is located inEast Boston, Boston. 8 Curtis St #3 was listed for rent for $2,300/month on Jun 19, 2020.","Details for 8 Curtis St #3Multi Family3 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,300Laundry: In UnitNo Air ConditioningParking Type: noneHeating fuel: noneDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/8-curtis-st-3-boston-ma-02128--2443988451
"$2,150/mo",358 Princeton St #1,"East Boston, Boston, MA",2 Beds,1 Bath,Schools4 Elementary Schools2 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat210 Restaurants36 Groceries56 Nightlife,"358 Princeton St #1,Boston, MA is a 2 bedroom, 1 bathroom, 1,002 sqft multi-family. 358 Princeton St #1 is located inEast Boston, Boston. 358 Princeton St #1 was listed for rent for $2,150/month on May 11, 2020. This property is pet friendly.",Details for 358 Princeton St #1Multi FamilyAvailable: Sep 1stCats allowed42 Days on TruliaLaundry: Shared,https://www.trulia.com/p/ma/boston/358-princeton-st-1-boston-ma-02128--2346949905
"$2,200/mo",258 Lexington St #3,"East Boston, Boston, MA",2 Beds,1 Bath,Schools3 Elementary Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat203 Restaurants36 Groceries53 Nightlife,"258 Lexington St #3,Boston, MA is a 2 bedroom, 1 bathroom, 800 sqft multi-family. 258 Lexington St #3 is located inEast Boston, Boston. 258 Lexington St #3 was listed for rent for $2,200/month on May 11, 2020.",Details for 258 Lexington St #3Multi FamilyAvailable: Sep 1stNo pets allowed42 Days on TruliaLaundry: In UnitStreet ParkingDryerWasher,https://www.trulia.com/p/ma/boston/258-lexington-st-3-boston-ma-02128--2395221389
"$2,100/mo",258 Lexington St #3,"East Boston, Boston, MA",2 Beds,1 Bath,Schools3 Elementary Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat203 Restaurants36 Groceries53 Nightlife,"258 Lexington St #3,Boston, MA is a 2 bedroom, 1 bathroom, 800 sqft multi-family. 258 Lexington St #3 is located inEast Boston, Boston. 258 Lexington St #3 was listed for rent for $2,200/month on May 11, 2020.",Details for 258 Lexington St #3Multi FamilyAvailable: Sep 1stNo pets allowed42 Days on TruliaLaundry: In UnitStreet ParkingDryerWasher,https://www.trulia.com/p/ma/boston/258-lexington-st-3-boston-ma-02128--2395221389
"$1,650/mo",116 Brooks St #3,"East Boston, Boston, MA",1 Bed,1 Bath,Schools6 Elementary Schools3 Middle Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat205 Restaurants34 Groceries59 Nightlife,"116 Brooks St #3,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 116 Brooks St #3 is located inEast Boston, Boston. 116 Brooks St #3 was listed for rent for $1,650/month on May 20, 2020. This property is pet friendly.","Details for 116 Brooks St #3Multi FamilyCats, small dogs, large dogs allowed33 Days on TruliaRent Includes: Electricity, Sewage, GarbageDeposit: $1,650No Air ConditioningStreet ParkingHeating fuel: noneFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/116-brooks-st-3-boston-ma-02128--2322838331
"$2,625/mo",136 Falcon St #1-E,"East Boston, Boston, MA",3 Beds,2 Baths,Schools4 Elementary Schools2 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat162 Restaurants38 Groceries32 Nightlife,"136 Falcon St #1-E,Boston, MA is a 3 bedroom, 2 bathroom, 1,000 sqft multi-family. 136 Falcon St #1-E is located inEast Boston, Boston. 136 Falcon St #1-E was listed for rent for $2,625/month on Jun 2, 2020.","Details for 136 Falcon St #1-EMulti FamilyAvailable: Aug 1stNo pets allowed20 Days on TruliaDeposit: $2,625",https://www.trulia.com/p/ma/boston/136-falcon-st-1-e-boston-ma-02128--2470984405
"$2,400/mo",200 Maverick St #3,"East Boston, Boston, MA",2 Beds,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat422 Restaurants59 Groceries169 Nightlife,"200 Maverick St #3,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 200 Maverick St #3 is located inEast Boston, Boston. 200 Maverick St #3 was listed for rent for $2,400/month on Jun 2, 2020.","Details for 200 Maverick St #3Multi Family20 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,400No Air ConditioningParking Type: noneHeating fuel: noneLaundry: In UnitDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/200-maverick-st-3-boston-ma-02128--2359024929
"$2,400/mo",2 Brigham St #1,"East Boston, Boston, MA",2 Beds,1 Bath,Schools3 Elementary Schools2 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat498 Restaurants72 Groceries194 Nightlife,"2 Brigham St #1,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 2 Brigham St #1 is located inEast Boston, Boston. 2 Brigham St #1 was listed for rent for $2,500/month on May 20, 2020. This property is pet friendly.","Details for 2 Brigham St #1Multi FamilyCats allowed33 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,500Heating fuel: noneNo Air ConditioningLaundry: SharedStreet ParkingLaundry: In UnitDishwasherDisposalDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/2-brigham-st-1-boston-ma-02128--2171575948
"$2,400/mo",72 Frankfort St #3R,"East Boston, Boston, MA",2 Beds,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat261 Restaurants35 Groceries88 Nightlife,"72 Frankfort St #3R,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 72 Frankfort St #3R is located inEast Boston, Boston. 72 Frankfort St #3R was listed for rent for $2,400/month on May 10, 2020.","Details for 72 Frankfort St #3RMulti Family43 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,400No Air ConditioningParking Type: noneHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/72-frankfort-st-3r-boston-ma-02128--2173890747
"$2,400/mo",72 Frankfort St #3R,"East Boston, Boston, MA",2 Beds,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat261 Restaurants35 Groceries88 Nightlife,"72 Frankfort St #3R,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 72 Frankfort St #3R is located inEast Boston, Boston. 72 Frankfort St #3R was listed for rent for $2,400/month on May 10, 2020.","Details for 72 Frankfort St #3RMulti Family43 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,400No Air ConditioningParking Type: noneHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/72-frankfort-st-3r-boston-ma-02128--2173890747
"$4,100/mo",275 Lexington St #1,"East Boston, Boston, MA",5 Beds,2 Baths,Schools3 Elementary Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat204 Restaurants35 Groceries55 Nightlife,"275 Lexington St #1,Boston, MA is a 5 bedroom, 2 bathroom multi-family. 275 Lexington St #1 is located inEast Boston, Boston. 275 Lexington St #1 was listed for rent for $4,100/month on Feb 15, 2020. This property is pet friendly.","Details for 275 Lexington St #1Multi FamilyCats allowedRent Includes: Sewage, GarbageDeposit: $4,100Heating fuel: noneParking Type: noneNo Air ConditioningHeating Fuel: Gas Gas",https://www.trulia.com/p/ma/boston/275-lexington-st-1-boston-ma-02128--2409243866
"$2,900/mo",69 Homer St #3,"East Boston, Boston, MA",3 Beds,1 Bath,Schools2 Elementary Schools2 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat117 Restaurants20 Groceries21 Nightlife,"69 Homer St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 69 Homer St #3 is located inEast Boston, Boston. 69 Homer St #3 was listed for rent for $2,900/month on Jun 6, 2020.","Details for 69 Homer St #3Multi Family16 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,000Parking Type: noneHeating fuel: noneNo Air ConditioningLaundry: SharedLaundry: In UnitDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/69-homer-st-3-boston-ma-02128--2356240545
$870/mo,Address Not Disclosed,"East Boston, Boston, MA",1 Bed,1 Bath,Schools5 Elementary Schools3 Middle Schools2 High Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat283 Restaurants47 Groceries88 Nightlife,"1 bed, 1.0 bath, $870 is located at This home inBoston, MA. 1 bed, 1.0 bath, $870 offers 1 bed, 1 bath units and was built in 1926. 1 bed, 1.0 bath, $870 is located inEast Boston, Boston. There are 1 units available for rent starting at $870/month.",Home DetailsApartmentNo pets allowedBuilt in 1926wifiDishwasherDryerSee Virtual Tour,https://www.trulia.com/rental/9001626370-Apartment-Boston-MA-02128
"$1,800/mo",62 Chelsea St #1,"East Boston, Boston, MA",1 Bed,1 Bath,Schools5 Elementary Schools2 Middle Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat331 Restaurants56 Groceries124 Nightlife,"62 Chelsea St #1,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 62 Chelsea St #1 is located inEast Boston, Boston. 62 Chelsea St #1 was listed for rent for $1,800/month on Jun 19, 2020.","Details for 62 Chelsea St #1Multi Family3 Days on TruliaRent Includes: Sewage, GarbageDeposit: $1,800Heating fuel: noneNo Air ConditioningStreet ParkingRefrigeratorHeating Fuel: Gas Gas",https://www.trulia.com/p/ma/boston/62-chelsea-st-1-boston-ma-02128--2171577156
"$1,800/mo",62 Chelsea St #1,"East Boston, Boston, MA",1 Bed,1 Bath,Schools5 Elementary Schools2 Middle Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat331 Restaurants56 Groceries124 Nightlife,"62 Chelsea St #1,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 62 Chelsea St #1 is located inEast Boston, Boston. 62 Chelsea St #1 was listed for rent for $1,800/month on Jun 19, 2020.","Details for 62 Chelsea St #1Multi Family3 Days on TruliaRent Includes: Sewage, GarbageDeposit: $1,800Heating fuel: noneNo Air ConditioningStreet ParkingRefrigeratorHeating Fuel: Gas Gas",https://www.trulia.com/p/ma/boston/62-chelsea-st-1-boston-ma-02128--2171577156
"$1,800/mo",62 Chelsea St #1,"East Boston, Boston, MA",1 Bed,1 Bath,Schools5 Elementary Schools2 Middle Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat331 Restaurants56 Groceries124 Nightlife,"62 Chelsea St #1,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 62 Chelsea St #1 is located inEast Boston, Boston. 62 Chelsea St #1 was listed for rent for $1,800/month on Jun 19, 2020.","Details for 62 Chelsea St #1Multi Family3 Days on TruliaRent Includes: Sewage, GarbageDeposit: $1,800Heating fuel: noneNo Air ConditioningStreet ParkingRefrigeratorHeating Fuel: Gas Gas",https://www.trulia.com/p/ma/boston/62-chelsea-st-1-boston-ma-02128--2171577156
"$1,750/mo",329 E Eagle St #1,"East Boston, Boston, MA",1 Bed,1 Bath,Schools4 Elementary Schools2 Middle Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat210 Restaurants36 Groceries56 Nightlife,"329 E Eagle St #1,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 329 E Eagle St #1 is located inEast Boston, Boston. 329 E Eagle St #1 was listed for rent for $1,750/month on Jun 16, 2020.","Details for 329 E Eagle St #1Multi Family6 Days on TruliaRent Includes: Sewage, GarbageDeposit: $1,750Parking Type: noneHeating fuel: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/329-e-eagle-st-1-boston-ma-02128--2343765381
"$1,775/mo",10 Breed St #3,"East Boston, Boston, MA",1 Bed,1 Bath,Schools2 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat55 Restaurants8 Groceries10 Nightlife,"10 Breed St #3,Boston, MA is a 1 bedroom, 1 bathroom, 500 sqft multi-family. 10 Breed St #3 is located inEast Boston, Boston. 10 Breed St #3 was listed for rent for $1,775/month on Jun 18, 2020. This property is pet friendly.","Details for 10 Breed St #3Multi FamilyAvailable: Sep 1stCats allowed4 Days on TruliaDeposit: $1,775Floors: Hardwood",https://www.trulia.com/p/ma/boston/10-breed-st-3-boston-ma-02128--2001521895
"$1,750/mo",208 Maverick St #3F,"East Boston, Boston, MA",1 Bed,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat422 Restaurants59 Groceries169 Nightlife,"208 Maverick St #3F,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 208 Maverick St #3F is located inEast Boston, Boston. 208 Maverick St #3F was listed for rent for $1,750/month on Aug 6, 2019.","Details for 208 Maverick St #3FMulti FamilyNo pets allowedRent Includes: Sewage, GarbageDeposit: $1,750Street ParkingHeating fuel: noneNo Air ConditioningDisposalMicrowaveRefrigeratorHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/208-maverick-st-3f-boston-ma-02128--2171577849
"$1,775/mo",10 Breed St #3,"East Boston, Boston, MA",1 Bed,1 Bath,Schools2 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat55 Restaurants8 Groceries10 Nightlife,"10 Breed St #3,Boston, MA is a 1 bedroom, 1 bathroom, 500 sqft multi-family. 10 Breed St #3 is located inEast Boston, Boston. 10 Breed St #3 was listed for rent for $1,775/month on Jun 18, 2020. This property is pet friendly.","Details for 10 Breed St #3Multi FamilyAvailable: Sep 1stCats allowed4 Days on TruliaDeposit: $1,775Floors: Hardwood",https://www.trulia.com/p/ma/boston/10-breed-st-3-boston-ma-02128--2001521895
"$3,400/mo",143 London St #1,"East Boston, Boston, MA",4 Beds,1 Bath,Schools7 Elementary Schools4 Middle Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat302 Restaurants44 Groceries97 Nightlife,"143 London St #1,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 143 London St #1 is located inEast Boston, Boston. 143 London St #1 was listed for rent for $3,400/month on Jan 19, 2020.","Details for 143 London St #1Multi FamilyRent Includes: Sewage, GarbageDeposit: $3,400No Air ConditioningStreet ParkingHeating fuel: noneDishwasherMicrowaveRefrigeratorHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/143-london-st-1-boston-ma-02128--2406490290
"$3,200/mo",143 Cottage St #3,"East Boston, Boston, MA",4 Beds,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat284 Restaurants36 Groceries104 Nightlife,"143 Cottage St #3,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 143 Cottage St #3 is located inEast Boston, Boston. 143 Cottage St #3 was listed for rent for $3,200/month on Feb 2, 2020. This property is pet friendly.","Details for 143 Cottage St #3Multi FamilyCats allowedRent Includes: Sewage, GarbageDeposit: $3,200Heating fuel: noneLaundry: In UnitNo Air ConditioningStreet ParkingDishwasherDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: Electric ElectricSee All",https://www.trulia.com/p/ma/boston/143-cottage-st-3-boston-ma-02128--2171808414
"$3,400/mo",143 London St #1,"East Boston, Boston, MA",4 Beds,1 Bath,Schools7 Elementary Schools4 Middle Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat302 Restaurants44 Groceries97 Nightlife,"143 London St #1,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 143 London St #1 is located inEast Boston, Boston. 143 London St #1 was listed for rent for $3,400/month on Jan 19, 2020.","Details for 143 London St #1Multi FamilyRent Includes: Sewage, GarbageDeposit: $3,400No Air ConditioningStreet ParkingHeating fuel: noneDishwasherMicrowaveRefrigeratorHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/143-london-st-1-boston-ma-02128--2406490290
"$3,400/mo",121 Cottage St #2,"East Boston, Boston, MA",4 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat313 Restaurants43 Groceries121 Nightlife,"121 Cottage St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 121 Cottage St #2 is located inEast Boston, Boston. 121 Cottage St #2 was listed for rent for $3,400/month on Apr 2, 2020.","Details for 121 Cottage St #2Multi FamilyRent Includes: Sewage, GarbageDeposit: $3,400Laundry: In UnitStreet ParkingHeating fuel: noneNo Air ConditioningDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/121-cottage-st-2-boston-ma-02128--2171568429
"$3,400/mo",121 Cottage St #2,"East Boston, Boston, MA",4 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat313 Restaurants43 Groceries121 Nightlife,"121 Cottage St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 121 Cottage St #2 is located inEast Boston, Boston. 121 Cottage St #2 was listed for rent for $3,400/month on Apr 2, 2020.","Details for 121 Cottage St #2Multi FamilyRent Includes: Sewage, GarbageDeposit: $3,400Laundry: In UnitStreet ParkingHeating fuel: noneNo Air ConditioningDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/121-cottage-st-2-boston-ma-02128--2171568429
"$3,900/mo",678 Bennington St #2,"East Boston, Boston, MA",5 Beds,1.5 Baths,Schools2 Elementary Schools2 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat89 Restaurants14 Groceries17 Nightlife,"678 Bennington St #2,Boston, MA is a 5 bedroom, 1.5 bathroom multi-family. 678 Bennington St #2 is located inEast Boston, Boston. 678 Bennington St #2 was listed for rent for $3,650/month on May 8, 2020.","Details for 678 Bennington St #2Multi FamilyNo pets allowed45 Days on TruliaRent Includes: Sewage, GarbageParking: Off StreetDeposit: $3,650Heating fuel: noneLaundry: In UnitParking Type: noneLaundry: SharedNo Air ConditioningDishwasherDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/678-bennington-st-2-boston-ma-02128--2171576258
"$3,900/mo",678 Bennington St #2,"East Boston, Boston, MA",5 Beds,1.5 Baths,Schools2 Elementary Schools2 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat89 Restaurants14 Groceries17 Nightlife,"678 Bennington St #2,Boston, MA is a 5 bedroom, 1.5 bathroom multi-family. 678 Bennington St #2 is located inEast Boston, Boston. 678 Bennington St #2 was listed for rent for $3,650/month on May 8, 2020.","Details for 678 Bennington St #2Multi FamilyNo pets allowed45 Days on TruliaRent Includes: Sewage, GarbageParking: Off StreetDeposit: $3,650Heating fuel: noneLaundry: In UnitParking Type: noneLaundry: SharedNo Air ConditioningDishwasherDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/678-bennington-st-2-boston-ma-02128--2171576258
"$2,300/mo",159 Marion St #1,"East Boston, Boston, MA",2 Beds,1 Bath,Schools6 Elementary Schools3 Middle Schools1 High School,CrimeHigh crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat238 Restaurants35 Groceries67 Nightlife,"159 Marion St #1,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 159 Marion St #1 is located inEast Boston, Boston. 159 Marion St #1 was listed for rent for $2,300/month on Jun 2, 2020.","Details for 159 Marion St #1Multi Family20 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,300Heating fuel: noneLaundry: In UnitLaundry: SharedParking Type: noneNo Air ConditioningDishwasherDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/159-marion-st-1-boston-ma-02128--2171481471
"$2,900/mo",69 Homer St #3,"East Boston, Boston, MA",3 Beds,1 Bath,Schools2 Elementary Schools2 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat117 Restaurants20 Groceries21 Nightlife,"69 Homer St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 69 Homer St #3 is located inEast Boston, Boston. 69 Homer St #3 was listed for rent for $2,900/month on Jun 6, 2020.","Details for 69 Homer St #3Multi Family16 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,000Parking Type: noneHeating fuel: noneNo Air ConditioningLaundry: SharedLaundry: In UnitDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/69-homer-st-3-boston-ma-02128--2356240545
"$2,895/mo",89 Princeton St #3,"East Boston, Boston, MA",3 Beds,1 Bath,Schools6 Elementary Schools3 Middle Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat223 Restaurants36 Groceries61 Nightlife,"89 Princeton St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 89 Princeton St #3 is located inEast Boston, Boston. 89 Princeton St #3 was listed for rent for $2,895/month on Feb 18, 2020. This property is pet friendly.","Details for 89 Princeton St #3Multi FamilyCats, small dogs, large dogs allowedRent Includes: Gas, Sewage, GarbageDeposit: $2,895No Air ConditioningParking Type: noneHeating fuel: noneHeating Fuel: Gas Gas",https://www.trulia.com/p/ma/boston/89-princeton-st-3-boston-ma-02128--2288965072
"$2,195/mo",198 Maverick St #1,"East Boston, Boston, MA",2 Beds,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat422 Restaurants59 Groceries169 Nightlife,"198 Maverick St #1,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 198 Maverick St #1 is located inEast Boston, Boston. 198 Maverick St #1 was listed for rent for $2,195/month on May 12, 2020.","Details for 198 Maverick St #1Multi Family41 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,195Parking Type: noneNo Air ConditioningHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/198-maverick-st-1-boston-ma-02128--2405155816
"$2,200/mo",72 Frankfort St #B,"East Boston, Boston, MA",2 Beds,2 Baths,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat261 Restaurants35 Groceries88 Nightlife,"72 Frankfort St #B,Boston, MA is a 2 bedroom, 2 bathroom multi-family. 72 Frankfort St #B is located inEast Boston, Boston. 72 Frankfort St #B was listed for rent for $2,200/month on Apr 28, 2020.","Details for 72 Frankfort St #BMulti Family55 Days on TruliaRent Includes: Gas, Hot Water, Sewage, GarbageDeposit: $2,200Laundry: In UnitHeating fuel: noneNo Air ConditioningStreet ParkingLaundry: SharedDishwasherDisposalDryerRefrigeratorWasherFloors: TileHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/72-frankfort-st-b-boston-ma-02128--2171826528
"$2,800/mo",284 Sumner St #2,"East Boston, Boston, MA",4 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat467 Restaurants62 Groceries189 Nightlife,"284 Sumner St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 284 Sumner St #2 is located inEast Boston, Boston. 284 Sumner St #2 was listed for rent for $2,700/month on Jun 15, 2020.","Details for 284 Sumner St #2Multi Family7 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,700Parking Type: noneHeating fuel: noneNo Air ConditioningDishwasherMicrowaveRefrigeratorHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/284-sumner-st-2-boston-ma-02128--2171568444
"$3,000/mo",143 Cottage St #1,"East Boston, Boston, MA",3 Beds,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat284 Restaurants36 Groceries104 Nightlife,"143 Cottage St #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 143 Cottage St #1 is located inEast Boston, Boston. 143 Cottage St #1 was listed for rent for $3,000/month on May 2, 2020. This property is pet friendly.","Details for 143 Cottage St #1Multi FamilyCats allowed51 Days on TruliaRent Includes: Sewage, GarbageDeposit: $3,000No Air ConditioningStreet ParkingHeating fuel: noneLaundry: In UnitDishwasherDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/143-cottage-st-1-boston-ma-02128--2171568893
